unixtime,date_time,temp_degC,pH,O2_mgL
1522685334,2018-04-02 16:08:54,24.50,8.44,11.53
1522685346,2018-04-02 16:09:06,24.50,8.44,11.51
1522685358,2018-04-02 16:09:18,24.50,8.43,11.54
1522685368,2018-04-02 16:09:28,24.50,8.44,11.55
1522685380,2018-04-02 16:09:40,24.50,8.43,11.50
1522685386,2018-04-02 16:09:46,24.25,8.44,11.54
1522685396,2018-04-02 16:09:56,24.50,8.44,11.49
1522685410,2018-04-02 16:10:10,24.25,8.43,11.48
1522685422,2018-04-02 16:10:22,24.25,8.43,11.49
1522685434,2018-04-02 16:10:34,24.25,8.44,11.46
1522685440,2018-04-02 16:10:40,24.25,8.43,11.47
1522685450,2018-04-02 16:10:50,24.50,8.44,11.44
1522685456,2018-04-02 16:10:56,24.25,8.44,11.46
1522685468,2018-04-02 16:11:08,24.50,8.44,11.55
1522685474,2018-04-02 16:11:14,24.25,8.44,11.61
1522685478,2018-04-02 16:11:18,24.50,8.44,11.60
1522685486,2018-04-02 16:11:26,24.50,8.44,11.61
1522685494,2018-04-02 16:11:34,24.25,8.44,11.62
1522685500,2018-04-02 16:11:40,24.25,8.44,11.61
1522685508,2018-04-02 16:11:48,24.25,8.43,11.60
1522685524,2018-04-02 16:12:04,24.25,8.43,11.62
1522685532,2018-04-02 16:12:12,24.25,8.44,11.64
1522685540,2018-04-02 16:12:20,24.25,8.44,11.65
1522685546,2018-04-02 16:12:26,24.25,8.44,11.62
1522685554,2018-04-02 16:12:34,24.25,8.43,11.58
1522685562,2018-04-02 16:12:42,24.25,8.43,11.58
1522685570,2018-04-02 16:12:50,24.25,8.44,11.57
1522685578,2018-04-02 16:12:58,24.25,8.44,11.57
1522685588,2018-04-02 16:13:08,24.25,8.44,11.54
1522685594,2018-04-02 16:13:14,24.25,8.44,11.53
1522685602,2018-04-02 16:13:22,24.25,8.43,11.52
1522685610,2018-04-02 16:13:30,24.25,8.44,11.52
1522685618,2018-04-02 16:13:38,24.25,8.44,11.51
1522685626,2018-04-02 16:13:46,24.25,8.43,11.54
1522685634,2018-04-02 16:13:54,24.25,8.43,11.51
1522685642,2018-04-02 16:14:02,24.25,8.44,11.50
1522685650,2018-04-02 16:14:10,24.25,8.43,11.49
1522685658,2018-04-02 16:14:18,24.25,8.43,11.48
1522685666,2018-04-02 16:14:26,24.25,8.43,11.45
1522685678,2018-04-02 16:14:38,24.25,8.44,11.49
1522685686,2018-04-02 16:14:46,24.25,8.43,11.57
1522685694,2018-04-02 16:14:54,24.25,8.44,11.54
1522685702,2018-04-02 16:15:02,24.25,8.44,11.54
1522685710,2018-04-02 16:15:10,24.25,8.43,11.56
1522685718,2018-04-02 16:15:18,24.25,8.44,11.57
1522685726,2018-04-02 16:15:26,24.25,8.44,11.54
1522685734,2018-04-02 16:15:34,24.25,8.43,11.58
1522685742,2018-04-02 16:15:42,24.25,8.44,11.55
1522685750,2018-04-02 16:15:50,24.25,8.43,11.53
1522685758,2018-04-02 16:15:58,24.25,8.43,11.57
1522685766,2018-04-02 16:16:06,24.25,8.44,11.55
1522685774,2018-04-02 16:16:14,24.25,8.44,11.54
1522685782,2018-04-02 16:16:22,24.25,8.43,11.56
1522685790,2018-04-02 16:16:30,24.25,8.44,11.50
1522685798,2018-04-02 16:16:38,24.25,8.44,11.53
1522685806,2018-04-02 16:16:46,24.25,8.44,11.52
1522685812,2018-04-02 16:16:52,24.25,8.43,11.51
1522685820,2018-04-02 16:17:00,24.25,8.43,11.49
1522685828,2018-04-02 16:17:08,24.25,8.43,11.51
1522685836,2018-04-02 16:17:16,24.25,8.44,11.49
1522685844,2018-04-02 16:17:24,24.25,8.43,11.52
1522685852,2018-04-02 16:17:32,24.25,8.43,11.50
1522685858,2018-04-02 16:17:38,24.25,8.43,11.49
1522685866,2018-04-02 16:17:46,24.25,8.43,11.49
1522685874,2018-04-02 16:17:54,24.25,8.43,11.46
1522685882,2018-04-02 16:18:02,24.25,8.44,11.47
1522685890,2018-04-02 16:18:10,24.25,8.44,11.44
1522685898,2018-04-02 16:18:18,24.25,8.44,11.43
1522685906,2018-04-02 16:18:26,24.25,8.43,11.44
1522685914,2018-04-02 16:18:34,24.25,8.44,11.43
1522685922,2018-04-02 16:18:42,24.25,8.44,11.41
1522685930,2018-04-02 16:18:50,24.25,8.43,11.40
1522685938,2018-04-02 16:18:58,24.25,8.43,11.39
1522685948,2018-04-02 16:19:08,24.25,8.43,11.41
1522685956,2018-04-02 16:19:16,24.25,8.43,11.47
1522685964,2018-04-02 16:19:24,24.50,8.44,11.48
1522685972,2018-04-02 16:19:32,24.25,8.43,11.46
1522685980,2018-04-02 16:19:40,24.25,8.44,11.45
1522685988,2018-04-02 16:19:48,24.25,8.43,11.46
1522685996,2018-04-02 16:19:56,24.25,8.43,11.47
1522686004,2018-04-02 16:20:04,24.25,8.43,11.49
1522686012,2018-04-02 16:20:12,24.25,8.43,11.47
1522686020,2018-04-02 16:20:20,24.25,8.43,11.42
1522686026,2018-04-02 16:20:26,24.25,8.44,11.44
1522686034,2018-04-02 16:20:34,24.25,8.43,11.42
1522686042,2018-04-02 16:20:42,24.25,8.44,11.43
1522686050,2018-04-02 16:20:50,24.25,8.43,11.40
1522686058,2018-04-02 16:20:58,24.25,8.43,11.38
1522686066,2018-04-02 16:21:06,24.25,8.43,11.41
1522686074,2018-04-02 16:21:14,24.25,8.44,11.40
1522686084,2018-04-02 16:21:24,24.25,8.44,11.38
1522686092,2018-04-02 16:21:32,24.25,8.44,11.37
1522686100,2018-04-02 16:21:40,24.25,8.43,11.39
1522686106,2018-04-02 16:21:46,24.25,8.43,11.39
1522686114,2018-04-02 16:21:54,24.25,8.43,11.37
1522686124,2018-04-02 16:22:04,24.25,8.44,11.39
1522686132,2018-04-02 16:22:12,24.25,8.43,11.39
1522686140,2018-04-02 16:22:20,24.25,8.43,11.41
1522686148,2018-04-02 16:22:28,24.25,8.43,11.39
1522686156,2018-04-02 16:22:36,24.25,8.43,11.43
1522686166,2018-04-02 16:22:46,24.25,8.43,11.40
1522686174,2018-04-02 16:22:54,24.50,8.43,11.39
1522686182,2018-04-02 16:23:02,24.25,8.44,11.40
1522686190,2018-04-02 16:23:10,24.25,8.43,11.34
1522686198,2018-04-02 16:23:18,24.25,8.43,11.39
1522686206,2018-04-02 16:23:26,24.25,8.44,11.35
1522686216,2018-04-02 16:23:36,24.25,8.43,11.35
1522686224,2018-04-02 16:23:44,24.25,8.44,11.36
1522686232,2018-04-02 16:23:52,24.25,8.43,11.38
1522686240,2018-04-02 16:24:00,24.25,8.44,11.36
1522686248,2018-04-02 16:24:08,24.25,8.43,11.38
1522686256,2018-04-02 16:24:16,24.50,8.43,11.35
1522686264,2018-04-02 16:24:24,24.50,8.43,11.35
1522686272,2018-04-02 16:24:32,24.25,8.43,11.35
1522686282,2018-04-02 16:24:42,24.25,8.43,11.33
1522686290,2018-04-02 16:24:50,24.50,8.43,11.36
1522686298,2018-04-02 16:24:58,24.25,8.43,11.34
1522686306,2018-04-02 16:25:06,24.25,8.43,11.38
1522686314,2018-04-02 16:25:14,24.25,8.43,11.36
1522686322,2018-04-02 16:25:22,24.25,8.43,11.34
1522686330,2018-04-02 16:25:30,24.25,8.43,11.35
1522686340,2018-04-02 16:25:40,24.25,8.44,11.30
1522686348,2018-04-02 16:25:48,24.25,8.43,11.35
1522686356,2018-04-02 16:25:56,24.25,8.43,11.36
1522686364,2018-04-02 16:26:04,24.25,8.43,11.34
1522686372,2018-04-02 16:26:12,24.25,8.44,11.37
1522686380,2018-04-02 16:26:20,24.25,8.43,11.33
1522686388,2018-04-02 16:26:28,24.25,8.43,11.37
1522686396,2018-04-02 16:26:36,24.25,8.44,11.36
1522686406,2018-04-02 16:26:46,24.25,8.43,11.35
1522686414,2018-04-02 16:26:54,24.25,8.43,11.34
1522686424,2018-04-02 16:27:04,24.25,8.43,11.36
1522686432,2018-04-02 16:27:12,24.25,8.44,11.38
1522686440,2018-04-02 16:27:20,24.25,8.44,11.39
1522686448,2018-04-02 16:27:28,24.25,8.43,11.37
1522686456,2018-04-02 16:27:36,24.25,8.44,11.38
1522686464,2018-04-02 16:27:44,24.25,8.44,11.37
1522686472,2018-04-02 16:27:52,24.25,8.44,11.39
1522686480,2018-04-02 16:28:00,24.25,8.43,11.36
1522686488,2018-04-02 16:28:08,24.25,8.43,11.33
1522686496,2018-04-02 16:28:16,24.25,8.43,11.34
1522686504,2018-04-02 16:28:24,24.25,8.43,11.34
1522686512,2018-04-02 16:28:32,24.25,8.43,11.35
1522686520,2018-04-02 16:28:40,24.25,8.43,11.30
1522686528,2018-04-02 16:28:48,24.25,8.43,11.31
1522686536,2018-04-02 16:28:56,24.25,8.44,11.30
1522686546,2018-04-02 16:29:06,24.25,8.43,11.31
1522686554,2018-04-02 16:29:14,24.25,8.43,11.31
1522686562,2018-04-02 16:29:22,24.25,8.43,11.33
1522686570,2018-04-02 16:29:30,24.25,8.43,11.29
1522686578,2018-04-02 16:29:38,24.25,8.43,11.32
1522686586,2018-04-02 16:29:46,24.25,8.44,11.32
1522686596,2018-04-02 16:29:56,24.25,8.43,11.32
1522686604,2018-04-02 16:30:04,24.25,8.44,11.32
1522686612,2018-04-02 16:30:12,24.50,8.44,11.33
1522686620,2018-04-02 16:30:20,24.25,8.43,11.30
1522686628,2018-04-02 16:30:28,24.25,8.43,11.33
1522686636,2018-04-02 16:30:36,24.25,8.43,11.34
1522686644,2018-04-02 16:30:44,24.25,8.43,11.31
1522686652,2018-04-02 16:30:52,24.25,8.43,11.30
1522686662,2018-04-02 16:31:02,24.25,8.43,11.31
1522686670,2018-04-02 16:31:10,24.25,8.44,11.31
1522686678,2018-04-02 16:31:18,24.25,8.44,11.32
1522686686,2018-04-02 16:31:26,24.25,8.43,11.30
1522686694,2018-04-02 16:31:34,24.25,8.43,11.30
1522686702,2018-04-02 16:31:42,24.25,8.43,11.31
1522686710,2018-04-02 16:31:50,24.25,8.43,11.31
1522686718,2018-04-02 16:31:58,24.25,8.43,11.32
1522686726,2018-04-02 16:32:06,24.25,8.43,11.28
1522686734,2018-04-02 16:32:14,24.25,8.43,11.25
1522686744,2018-04-02 16:32:24,24.25,8.43,11.24
1522686752,2018-04-02 16:32:32,24.25,8.44,11.26
1522686762,2018-04-02 16:32:42,24.25,8.43,11.31
1522686770,2018-04-02 16:32:50,24.25,8.43,11.28
1522686778,2018-04-02 16:32:58,24.25,8.44,11.34
1522686786,2018-04-02 16:33:06,24.25,8.43,11.31
1522686794,2018-04-02 16:33:14,24.25,8.43,11.35
1522686802,2018-04-02 16:33:22,24.25,8.43,11.33
1522686810,2018-04-02 16:33:30,24.25,8.43,11.30
1522686818,2018-04-02 16:33:38,24.25,8.44,11.34
1522686826,2018-04-02 16:33:46,24.25,8.43,11.32
1522686834,2018-04-02 16:33:54,24.25,8.43,11.32
1522686842,2018-04-02 16:34:02,24.25,8.44,11.29
1522686850,2018-04-02 16:34:10,24.25,8.44,11.30
1522686858,2018-04-02 16:34:18,24.25,8.43,11.27
1522686868,2018-04-02 16:34:28,24.25,8.44,11.26
1522686876,2018-04-02 16:34:36,24.25,8.44,11.27
1522686884,2018-04-02 16:34:44,24.25,8.44,11.27
1522686892,2018-04-02 16:34:52,24.25,8.43,11.26
1522686900,2018-04-02 16:35:00,24.25,8.43,11.29
1522686908,2018-04-02 16:35:08,24.25,8.43,11.26
1522686916,2018-04-02 16:35:16,24.25,8.43,11.25
1522686924,2018-04-02 16:35:24,24.25,8.43,11.26
1522686932,2018-04-02 16:35:32,24.25,8.43,11.23
1522686940,2018-04-02 16:35:40,24.25,8.43,11.24
1522686950,2018-04-02 16:35:50,24.25,8.43,11.23
1522686958,2018-04-02 16:35:58,24.25,8.44,11.24
1522686966,2018-04-02 16:36:06,24.25,8.43,11.25
1522686974,2018-04-02 16:36:14,24.25,8.44,11.26
1522686982,2018-04-02 16:36:22,24.25,8.43,11.26
1522686990,2018-04-02 16:36:30,24.25,8.44,11.26
1522686998,2018-04-02 16:36:38,24.25,8.43,11.23
1522687006,2018-04-02 16:36:46,24.25,8.43,11.22
1522687014,2018-04-02 16:36:54,24.25,8.43,11.22
1522687024,2018-04-02 16:37:04,24.25,8.43,11.21
1522687032,2018-04-02 16:37:12,24.25,8.44,11.22
1522687040,2018-04-02 16:37:20,24.25,8.43,11.23
1522687048,2018-04-02 16:37:28,24.50,8.44,11.24
1522687056,2018-04-02 16:37:36,24.25,8.43,11.24
1522687066,2018-04-02 16:37:46,24.25,8.43,11.25
1522687074,2018-04-02 16:37:54,24.25,8.43,11.25
1522687082,2018-04-02 16:38:02,24.25,8.44,11.24
1522687090,2018-04-02 16:38:10,24.25,8.43,11.25
1522687098,2018-04-02 16:38:18,24.50,8.44,11.27
1522687106,2018-04-02 16:38:26,24.25,8.43,11.23
1522687114,2018-04-02 16:38:34,24.25,8.43,11.26
1522687122,2018-04-02 16:38:42,24.25,8.44,11.24
1522687130,2018-04-02 16:38:50,24.25,8.43,11.22
1522687138,2018-04-02 16:38:58,24.25,8.43,11.22
1522687146,2018-04-02 16:39:06,24.25,8.43,11.19
1522687154,2018-04-02 16:39:14,24.25,8.43,11.21
1522687164,2018-04-02 16:39:24,24.25,8.43,11.16
1522687172,2018-04-02 16:39:32,24.25,8.44,11.20
1522687180,2018-04-02 16:39:40,24.25,8.43,11.20
1522687188,2018-04-02 16:39:48,24.25,8.43,11.23
1522687196,2018-04-02 16:39:56,24.25,8.43,11.22
1522687204,2018-04-02 16:40:04,24.25,8.44,11.19
1522687212,2018-04-02 16:40:12,24.25,8.43,11.20
1522687222,2018-04-02 16:40:22,24.25,8.43,11.22
1522687230,2018-04-02 16:40:30,24.25,8.43,11.22
1522687238,2018-04-02 16:40:38,24.25,8.43,11.20
1522687246,2018-04-02 16:40:46,24.25,8.43,11.22
1522687254,2018-04-02 16:40:54,24.25,8.43,11.23
1522687262,2018-04-02 16:41:02,24.25,8.43,11.19
1522687270,2018-04-02 16:41:10,24.25,8.43,11.18
1522687278,2018-04-02 16:41:18,24.25,8.44,11.21
1522687286,2018-04-02 16:41:26,24.25,8.43,11.18
1522687294,2018-04-02 16:41:34,24.25,8.43,11.16
1522687302,2018-04-02 16:41:42,24.25,8.43,11.16
1522687312,2018-04-02 16:41:52,24.25,8.44,11.19
1522687320,2018-04-02 16:42:00,24.25,8.44,11.18
1522687328,2018-04-02 16:42:08,24.25,8.43,11.20
1522687336,2018-04-02 16:42:16,24.25,8.43,11.19
1522687344,2018-04-02 16:42:24,24.25,8.43,11.21
1522687352,2018-04-02 16:42:32,24.25,8.43,11.19
1522687360,2018-04-02 16:42:40,24.25,8.43,11.15
1522687368,2018-04-02 16:42:48,24.25,8.43,11.17
1522687376,2018-04-02 16:42:56,24.25,8.43,11.17
1522687386,2018-04-02 16:43:06,24.25,8.44,11.16
1522687394,2018-04-02 16:43:14,24.25,8.43,11.16
1522687402,2018-04-02 16:43:22,24.25,8.43,11.14
1522687410,2018-04-02 16:43:30,24.25,8.43,11.14
1522687420,2018-04-02 16:43:40,24.25,8.43,11.19
1522687428,2018-04-02 16:43:48,24.25,8.43,11.17
1522687436,2018-04-02 16:43:56,24.25,8.43,11.20
1522687444,2018-04-02 16:44:04,24.25,8.43,11.21
1522687452,2018-04-02 16:44:12,24.25,8.43,11.18
1522687460,2018-04-02 16:44:20,24.25,8.43,11.20
1522687468,2018-04-02 16:44:28,24.25,8.43,11.20
1522687476,2018-04-02 16:44:36,24.25,8.43,11.19
1522687484,2018-04-02 16:44:44,24.25,8.43,11.18
1522687492,2018-04-02 16:44:52,24.25,8.43,11.19
1522687500,2018-04-02 16:45:00,24.25,8.43,11.15
1522687508,2018-04-02 16:45:08,24.25,8.43,11.15
1522687516,2018-04-02 16:45:16,24.25,8.44,11.14
1522687524,2018-04-02 16:45:24,24.25,8.44,11.14
1522687532,2018-04-02 16:45:32,24.25,8.44,11.14
1522687542,2018-04-02 16:45:42,24.25,8.44,11.11
1522687552,2018-04-02 16:45:52,24.25,8.44,11.15
1522687560,2018-04-02 16:46:00,24.25,8.43,11.17
1522687568,2018-04-02 16:46:08,24.25,8.44,11.17
1522687576,2018-04-02 16:46:16,24.25,8.43,11.19
1522687584,2018-04-02 16:46:24,24.25,8.44,11.20
1522687592,2018-04-02 16:46:32,24.25,8.43,11.19
1522687600,2018-04-02 16:46:40,24.25,8.44,11.19
1522687608,2018-04-02 16:46:48,24.25,8.44,11.19
1522687616,2018-04-02 16:46:56,24.25,8.43,11.16
1522687624,2018-04-02 16:47:04,24.25,8.43,11.17
1522687632,2018-04-02 16:47:12,24.25,8.43,11.12
1522687640,2018-04-02 16:47:20,24.25,8.44,11.16
1522687648,2018-04-02 16:47:28,24.25,8.43,11.15
1522687656,2018-04-02 16:47:36,24.25,8.42,11.15
1522687664,2018-04-02 16:47:44,24.25,8.43,11.11
1522687672,2018-04-02 16:47:52,24.25,8.43,11.13
1522687680,2018-04-02 16:48:00,24.25,8.43,11.09
1522687690,2018-04-02 16:48:10,24.25,8.43,11.12
1522687698,2018-04-02 16:48:18,24.25,8.43,11.12
1522687706,2018-04-02 16:48:26,24.25,8.43,11.15
1522687714,2018-04-02 16:48:34,24.50,8.43,11.13
1522687722,2018-04-02 16:48:42,24.25,8.43,11.14
1522687730,2018-04-02 16:48:50,24.25,8.42,11.11
1522687738,2018-04-02 16:48:58,24.25,8.44,11.09
1522687746,2018-04-02 16:49:06,24.25,8.43,11.08
1522687754,2018-04-02 16:49:14,24.25,8.44,11.07
1522687762,2018-04-02 16:49:22,24.25,8.43,11.07
1522687770,2018-04-02 16:49:30,24.25,8.43,11.08
1522687778,2018-04-02 16:49:38,24.25,8.43,11.04
1522687786,2018-04-02 16:49:46,24.25,8.43,11.05
1522687796,2018-04-02 16:49:56,24.25,8.43,11.07
1522687804,2018-04-02 16:50:04,24.25,8.43,11.06
1522687814,2018-04-02 16:50:14,24.25,8.44,11.10
1522687822,2018-04-02 16:50:22,24.25,8.44,11.11
1522687830,2018-04-02 16:50:30,24.25,8.43,11.12
1522687838,2018-04-02 16:50:38,24.25,8.43,11.12
1522687846,2018-04-02 16:50:46,24.25,8.43,11.11
1522687854,2018-04-02 16:50:54,24.25,8.43,11.11
1522687862,2018-04-02 16:51:02,24.25,8.43,11.12
1522687870,2018-04-02 16:51:10,24.25,8.43,11.09
1522687878,2018-04-02 16:51:18,24.25,8.43,11.10
1522687886,2018-04-02 16:51:26,24.25,8.43,11.08
1522687894,2018-04-02 16:51:34,24.25,8.43,11.08
1522687902,2018-04-02 16:51:42,24.25,8.43,11.05
1522687910,2018-04-02 16:51:50,24.25,8.43,11.06
1522687920,2018-04-02 16:52:00,24.25,8.43,11.08
1522687928,2018-04-02 16:52:08,24.25,8.44,11.07
1522687936,2018-04-02 16:52:16,24.25,8.43,11.08
1522687944,2018-04-02 16:52:24,24.25,8.43,11.05
1522687952,2018-04-02 16:52:32,24.25,8.43,11.08
1522687960,2018-04-02 16:52:40,24.25,8.44,11.08
1522687968,2018-04-02 16:52:48,24.25,8.43,11.07
1522687976,2018-04-02 16:52:56,24.25,8.43,11.05
1522687984,2018-04-02 16:53:04,24.25,8.43,11.04
1522687992,2018-04-02 16:53:12,24.25,8.43,11.08
1522688000,2018-04-02 16:53:20,24.25,8.42,11.00
1522688008,2018-04-02 16:53:28,24.25,8.43,11.03
1522688018,2018-04-02 16:53:38,24.25,8.43,11.01
1522688026,2018-04-02 16:53:46,24.25,8.43,11.05
1522688034,2018-04-02 16:53:54,24.25,8.43,11.06
1522688042,2018-04-02 16:54:02,24.25,8.43,11.04
1522688050,2018-04-02 16:54:10,24.25,8.43,11.06
1522688058,2018-04-02 16:54:18,24.50,8.43,11.06
1522688066,2018-04-02 16:54:26,24.25,8.43,11.05
1522688074,2018-04-02 16:54:34,24.25,8.43,11.04
1522688082,2018-04-02 16:54:42,24.25,8.43,11.02
1522688090,2018-04-02 16:54:50,24.25,8.44,11.00
1522688100,2018-04-02 16:55:00,24.25,8.43,11.01
1522688108,2018-04-02 16:55:08,24.25,8.43,11.04
1522688116,2018-04-02 16:55:16,24.25,8.43,11.03
1522688124,2018-04-02 16:55:24,24.25,8.44,11.04
1522688132,2018-04-02 16:55:32,24.25,8.43,11.02
1522688140,2018-04-02 16:55:40,24.25,8.43,11.02
1522688148,2018-04-02 16:55:48,24.25,8.43,11.03
1522688156,2018-04-02 16:55:56,24.25,8.43,11.04
1522688164,2018-04-02 16:56:04,24.25,8.43,11.02
1522688172,2018-04-02 16:56:12,24.50,8.43,11.01
1522688180,2018-04-02 16:56:20,24.25,8.43,10.99
1522688190,2018-04-02 16:56:30,24.25,8.43,10.98
1522688198,2018-04-02 16:56:38,24.25,8.43,11.01
1522688206,2018-04-02 16:56:46,24.25,8.43,11.00
1522688214,2018-04-02 16:56:54,24.25,8.43,11.02
1522688222,2018-04-02 16:57:02,24.25,8.43,11.01
1522688230,2018-04-02 16:57:10,24.25,8.43,11.02
1522688238,2018-04-02 16:57:18,24.25,8.43,10.99
1522688246,2018-04-02 16:57:26,24.25,8.43,10.98
1522688254,2018-04-02 16:57:34,24.25,8.43,10.99
1522688262,2018-04-02 16:57:42,24.25,8.43,10.97
1522688272,2018-04-02 16:57:52,24.25,8.43,10.98
1522688280,2018-04-02 16:58:00,24.25,8.43,10.98
1522688288,2018-04-02 16:58:08,24.25,8.43,10.99
1522688296,2018-04-02 16:58:16,24.25,8.42,10.98
1522688304,2018-04-02 16:58:24,24.25,8.44,10.98
1522688312,2018-04-02 16:58:32,24.25,8.43,10.99
1522688320,2018-04-02 16:58:40,24.25,8.43,10.98
1522688328,2018-04-02 16:58:48,24.25,8.43,10.99
1522688336,2018-04-02 16:58:56,24.25,8.43,10.96
1522688344,2018-04-02 16:59:04,24.25,8.43,10.95
1522688352,2018-04-02 16:59:12,24.25,8.43,10.95
1522688362,2018-04-02 16:59:22,24.25,8.43,10.95
1522688370,2018-04-02 16:59:30,24.25,8.43,10.95
1522688378,2018-04-02 16:59:38,24.25,8.43,10.97
1522688386,2018-04-02 16:59:46,24.25,8.43,10.96
1522688394,2018-04-02 16:59:54,24.25,8.43,10.99
1522688402,2018-04-02 17:00:02,24.25,8.43,10.98
1522688410,2018-04-02 17:00:10,24.25,8.43,10.98
1522688418,2018-04-02 17:00:18,24.25,8.43,10.94
1522688426,2018-04-02 17:00:26,24.25,8.43,10.94
1522688434,2018-04-02 17:00:34,24.25,8.43,10.96
1522688442,2018-04-02 17:00:42,24.25,8.43,10.93
1522688452,2018-04-02 17:00:52,24.25,8.43,10.94
1522688460,2018-04-02 17:01:00,24.25,8.43,10.95
1522688468,2018-04-02 17:01:08,24.25,8.43,10.96
1522688476,2018-04-02 17:01:16,24.25,8.43,10.95
1522688484,2018-04-02 17:01:24,24.25,8.43,10.96
1522688492,2018-04-02 17:01:32,24.50,8.43,10.94
1522688500,2018-04-02 17:01:40,24.25,8.43,10.96
1522688508,2018-04-02 17:01:48,24.25,8.44,10.93
1522688516,2018-04-02 17:01:56,24.25,8.43,10.94
1522688524,2018-04-02 17:02:04,24.25,8.44,10.93
1522688534,2018-04-02 17:02:14,24.25,8.44,10.94
1522688542,2018-04-02 17:02:22,24.25,8.43,10.95
1522688550,2018-04-02 17:02:30,24.25,8.43,10.96
1522688558,2018-04-02 17:02:38,24.25,8.43,10.96
1522688566,2018-04-02 17:02:46,24.25,8.43,10.95
1522688574,2018-04-02 17:02:54,24.25,8.43,10.91
1522688582,2018-04-02 17:03:02,24.25,8.43,10.92
1522688590,2018-04-02 17:03:10,24.25,8.43,10.91
1522688598,2018-04-02 17:03:18,24.25,8.43,10.91
1522688606,2018-04-02 17:03:26,24.25,8.43,10.91
1522688614,2018-04-02 17:03:34,24.25,8.43,10.93
1522688622,2018-04-02 17:03:42,24.25,8.43,10.92
1522688632,2018-04-02 17:03:52,24.25,8.43,10.91
1522688640,2018-04-02 17:04:00,24.25,8.43,10.91
1522688648,2018-04-02 17:04:08,24.25,8.43,10.93
1522688656,2018-04-02 17:04:16,24.25,8.43,10.92
1522688664,2018-04-02 17:04:24,24.25,8.43,10.92
1522688672,2018-04-02 17:04:32,24.25,8.43,10.91
1522688680,2018-04-02 17:04:40,24.25,8.43,10.91
1522688688,2018-04-02 17:04:48,24.25,8.43,10.90
1522688696,2018-04-02 17:04:56,24.25,8.43,10.91
1522688704,2018-04-02 17:05:04,24.25,8.43,10.89
1522688712,2018-04-02 17:05:12,24.25,8.43,10.88
1522688720,2018-04-02 17:05:20,24.25,8.43,10.89
1522688730,2018-04-02 17:05:30,24.25,8.43,10.87
1522688738,2018-04-02 17:05:38,24.25,8.43,10.89
1522688746,2018-04-02 17:05:46,24.50,8.43,10.88
1522688754,2018-04-02 17:05:54,24.50,8.42,10.91
1522688762,2018-04-02 17:06:02,24.50,8.43,10.87
1522688770,2018-04-02 17:06:10,24.25,8.43,10.92
1522688778,2018-04-02 17:06:18,24.25,8.43,10.86
1522688786,2018-04-02 17:06:26,24.25,8.43,10.90
1522688794,2018-04-02 17:06:34,24.25,8.43,10.85
1522688802,2018-04-02 17:06:42,24.25,8.43,10.89
1522688810,2018-04-02 17:06:50,24.25,8.43,10.87
1522688820,2018-04-02 17:07:00,24.25,8.43,10.86
1522688828,2018-04-02 17:07:08,24.25,8.43,10.89
1522688836,2018-04-02 17:07:16,24.25,8.42,10.87
1522688844,2018-04-02 17:07:24,24.25,8.43,10.89
1522688852,2018-04-02 17:07:32,24.25,8.43,10.87
1522688860,2018-04-02 17:07:40,24.25,8.43,10.87
1522688868,2018-04-02 17:07:48,24.25,8.43,10.87
1522688876,2018-04-02 17:07:56,24.25,8.43,10.84
1522688884,2018-04-02 17:08:04,24.25,8.43,10.85
1522688892,2018-04-02 17:08:12,24.25,8.43,10.84
1522688900,2018-04-02 17:08:20,24.25,8.43,10.83
1522688908,2018-04-02 17:08:28,24.25,8.43,10.84
1522688918,2018-04-02 17:08:38,24.25,8.43,10.81
1522688926,2018-04-02 17:08:46,24.50,8.43,10.83
1522688934,2018-04-02 17:08:54,24.25,8.43,10.85
1522688942,2018-04-02 17:09:02,24.25,8.43,10.84
1522688950,2018-04-02 17:09:10,24.25,8.42,10.86
1522688958,2018-04-02 17:09:18,24.25,8.43,10.84
1522688966,2018-04-02 17:09:26,24.25,8.43,10.84
1522688974,2018-04-02 17:09:34,24.25,8.43,10.82
1522688982,2018-04-02 17:09:42,24.25,8.43,10.82
1522688992,2018-04-02 17:09:52,24.25,8.43,10.83
1522689000,2018-04-02 17:10:00,24.25,8.42,10.86
1522689008,2018-04-02 17:10:08,24.25,8.43,10.84
1522689016,2018-04-02 17:10:16,24.50,8.43,10.83
1522689024,2018-04-02 17:10:24,24.25,8.43,10.82
1522689032,2018-04-02 17:10:32,24.25,8.43,10.84
1522689040,2018-04-02 17:10:40,24.25,8.43,10.83
1522689048,2018-04-02 17:10:48,24.25,8.43,10.83
1522689056,2018-04-02 17:10:56,24.25,8.43,10.84
1522689064,2018-04-02 17:11:04,24.25,8.43,10.82
1522689072,2018-04-02 17:11:12,24.25,8.43,10.80
1522689080,2018-04-02 17:11:20,24.25,8.43,10.81
1522689088,2018-04-02 17:11:28,24.25,8.43,10.79
1522689096,2018-04-02 17:11:36,24.25,8.43,10.79
1522689106,2018-04-02 17:11:46,24.25,8.43,10.77
1522689114,2018-04-02 17:11:54,24.25,8.43,10.80
1522689122,2018-04-02 17:12:02,24.25,8.42,10.82
1522689130,2018-04-02 17:12:10,24.25,8.43,10.81
1522689138,2018-04-02 17:12:18,24.50,8.43,10.80
1522689146,2018-04-02 17:12:26,24.25,8.43,10.79
1522689154,2018-04-02 17:12:34,24.25,8.43,10.80
