unixtime,date_time,temp_degC,pH,O2_mgL
1522666074,2018-04-02 10:47:54,23.25,8.15,7.40
1522666080,2018-04-02 10:48:00,23.25,8.18,7.65
1522666086,2018-04-02 10:48:06,23.25,8.18,7.98
1522666091,2018-04-02 10:48:11,23.25,8.19,8.28
1522666096,2018-04-02 10:48:16,23.25,8.20,8.57
1522666101,2018-04-02 10:48:21,23.25,8.20,8.90
1522666107,2018-04-02 10:48:27,23.25,8.21,9.20
1522666112,2018-04-02 10:48:32,23.25,8.22,9.47
1522666117,2018-04-02 10:48:37,23.25,8.22,9.75
1522666123,2018-04-02 10:48:43,23.25,8.23,10.08
1522666130,2018-04-02 10:48:50,23.00,8.23,10.29
1522666136,2018-04-02 10:48:56,23.25,8.24,10.41
1522666142,2018-04-02 10:49:02,23.00,8.24,10.51
1522666149,2018-04-02 10:49:09,23.00,8.24,10.55
1522666155,2018-04-02 10:49:15,23.00,8.25,10.60
1522666162,2018-04-02 10:49:22,23.00,8.25,10.57
1522666168,2018-04-02 10:49:28,23.00,8.25,10.57
1522666175,2018-04-02 10:49:35,23.00,8.25,10.55
1522666181,2018-04-02 10:49:41,23.00,8.26,10.55
1522666188,2018-04-02 10:49:48,23.00,8.26,10.52
1522666194,2018-04-02 10:49:54,23.00,8.26,10.47
1522666201,2018-04-02 10:50:01,23.00,8.26,10.44
1522666207,2018-04-02 10:50:07,23.00,8.26,10.39
1522666214,2018-04-02 10:50:14,23.00,8.26,10.33
1522666220,2018-04-02 10:50:20,23.00,8.26,10.29
1522666227,2018-04-02 10:50:27,23.00,8.26,10.27
1522666233,2018-04-02 10:50:33,23.00,8.26,10.20
1522666240,2018-04-02 10:50:40,23.00,8.26,10.16
1522666246,2018-04-02 10:50:46,23.00,8.27,10.13
1522666253,2018-04-02 10:50:53,23.00,8.27,10.09
1522666259,2018-04-02 10:50:59,23.00,8.27,10.02
1522666265,2018-04-02 10:51:05,23.00,8.27,9.96
1522666272,2018-04-02 10:51:12,23.00,8.27,9.91
1522666278,2018-04-02 10:51:18,23.00,8.27,9.90
1522666287,2018-04-02 10:51:27,23.00,8.28,9.84
1522666297,2018-04-02 10:51:37,23.00,8.27,9.81
1522666306,2018-04-02 10:51:46,23.00,8.28,9.79
1522666315,2018-04-02 10:51:55,23.00,8.27,9.76
1522666324,2018-04-02 10:52:04,23.00,8.27,9.77
1522666333,2018-04-02 10:52:13,23.00,8.28,9.80
1522666342,2018-04-02 10:52:22,23.00,8.27,9.78
1522666351,2018-04-02 10:52:31,23.00,8.28,9.78
1522666360,2018-04-02 10:52:40,23.00,8.28,9.79
1522666369,2018-04-02 10:52:49,23.00,8.28,9.80
1522666378,2018-04-02 10:52:58,23.00,8.28,9.80
1522666387,2018-04-02 10:53:07,23.00,8.28,9.80
1522666396,2018-04-02 10:53:16,23.00,8.27,9.80
1522666405,2018-04-02 10:53:25,23.00,8.28,9.82
1522666414,2018-04-02 10:53:34,23.00,8.28,9.81
1522666423,2018-04-02 10:53:43,23.00,8.28,9.80
1522666432,2018-04-02 10:53:52,23.00,8.28,9.82
1522666442,2018-04-02 10:54:02,23.00,8.28,9.82
1522666451,2018-04-02 10:54:11,23.00,8.28,9.82
1522666460,2018-04-02 10:54:20,23.00,8.29,9.81
1522666469,2018-04-02 10:54:29,23.00,8.28,9.83
1522666478,2018-04-02 10:54:38,23.00,8.28,9.83
1522666487,2018-04-02 10:54:47,23.00,8.28,9.84
1522666496,2018-04-02 10:54:56,23.00,8.28,9.86
1522666505,2018-04-02 10:55:05,23.00,8.28,9.84
1522666514,2018-04-02 10:55:14,23.00,8.28,9.84
1522666523,2018-04-02 10:55:23,23.00,8.28,9.85
1522666532,2018-04-02 10:55:32,23.00,8.29,9.84
1522666541,2018-04-02 10:55:41,23.00,8.29,9.84
1522666550,2018-04-02 10:55:50,23.00,8.28,9.84
1522666559,2018-04-02 10:55:59,23.00,8.29,9.83
1522666568,2018-04-02 10:56:08,23.00,8.28,9.83
1522666577,2018-04-02 10:56:17,23.00,8.29,9.85
1522666587,2018-04-02 10:56:27,23.00,8.29,9.83
1522666592,2018-04-02 10:56:32,23.25,8.28,9.83
1522666601,2018-04-02 10:56:41,23.00,8.28,9.91
1522666610,2018-04-02 10:56:50,23.00,8.29,9.93
1522666619,2018-04-02 10:56:59,23.00,8.29,9.97
1522666626,2018-04-02 10:57:06,23.00,8.29,9.98
1522666632,2018-04-02 10:57:12,23.00,8.29,9.97
1522666641,2018-04-02 10:57:21,23.00,8.29,9.99
1522666650,2018-04-02 10:57:30,23.00,8.29,9.96
1522666662,2018-04-02 10:57:42,23.00,8.29,9.95
1522666674,2018-04-02 10:57:54,23.00,8.29,9.97
1522666686,2018-04-02 10:58:06,23.00,8.29,9.96
1522666698,2018-04-02 10:58:18,23.00,8.29,9.97
1522666710,2018-04-02 10:58:30,23.00,8.29,9.96
1522666722,2018-04-02 10:58:42,23.00,8.29,9.98
1522666734,2018-04-02 10:58:54,23.00,8.29,9.99
1522666746,2018-04-02 10:59:06,23.00,8.29,9.96
1522666758,2018-04-02 10:59:18,23.00,8.29,9.98
1522666770,2018-04-02 10:59:30,23.00,8.29,9.98
1522666782,2018-04-02 10:59:42,23.00,8.29,9.99
1522666794,2018-04-02 10:59:54,23.00,8.29,9.97
1522666806,2018-04-02 11:00:06,23.00,8.29,9.98
1522666818,2018-04-02 11:00:18,23.00,8.29,9.98
1522666830,2018-04-02 11:00:30,23.00,8.29,9.99
1522666842,2018-04-02 11:00:42,23.00,8.29,9.98
1522666854,2018-04-02 11:00:54,23.00,8.29,9.98
1522666866,2018-04-02 11:01:06,23.00,8.29,9.98
1522666878,2018-04-02 11:01:18,23.00,8.29,9.97
1522666890,2018-04-02 11:01:30,23.25,8.29,9.97
1522666902,2018-04-02 11:01:42,23.00,8.29,9.99
1522666914,2018-04-02 11:01:54,23.00,8.29,9.97
1522666926,2018-04-02 11:02:06,23.00,8.29,9.96
1522666938,2018-04-02 11:02:18,23.00,8.29,9.99
1522666950,2018-04-02 11:02:30,23.00,8.29,9.97
1522666962,2018-04-02 11:02:42,23.00,8.29,9.97
1522666974,2018-04-02 11:02:54,23.00,8.29,9.98
1522666986,2018-04-02 11:03:06,23.00,8.30,9.97
1522666998,2018-04-02 11:03:18,23.00,8.29,9.96
1522667010,2018-04-02 11:03:30,23.00,8.29,9.95
1522667022,2018-04-02 11:03:42,23.00,8.30,9.94
1522667034,2018-04-02 11:03:54,23.00,8.29,9.94
1522667046,2018-04-02 11:04:06,23.00,8.29,9.96
1522667052,2018-04-02 11:04:12,23.25,8.29,9.96
1522667064,2018-04-02 11:04:24,23.25,8.29,10.02
1522667076,2018-04-02 11:04:36,23.00,8.29,10.08
1522667088,2018-04-02 11:04:48,23.00,8.29,10.09
1522667100,2018-04-02 11:05:00,23.00,8.29,10.10
1522667112,2018-04-02 11:05:12,23.00,8.29,10.08
1522667124,2018-04-02 11:05:24,23.00,8.29,10.09
1522667136,2018-04-02 11:05:36,23.00,8.30,10.08
1522667148,2018-04-02 11:05:48,23.00,8.29,10.11
1522667160,2018-04-02 11:06:00,23.00,8.29,10.12
1522667172,2018-04-02 11:06:12,23.00,8.30,10.12
1522667184,2018-04-02 11:06:24,23.00,8.30,10.10
1522667196,2018-04-02 11:06:36,23.00,8.30,10.10
1522667208,2018-04-02 11:06:48,23.00,8.29,10.09
1522667220,2018-04-02 11:07:00,23.00,8.30,10.07
1522667232,2018-04-02 11:07:12,23.00,8.29,10.06
1522667244,2018-04-02 11:07:24,23.00,8.29,10.07
1522667256,2018-04-02 11:07:36,23.00,8.30,10.05
1522667268,2018-04-02 11:07:48,23.00,8.30,10.06
1522667280,2018-04-02 11:08:00,23.00,8.30,10.05
1522667292,2018-04-02 11:08:12,23.00,8.29,10.05
1522667304,2018-04-02 11:08:24,23.00,8.30,10.06
1522667316,2018-04-02 11:08:36,23.00,8.30,10.06
1522667328,2018-04-02 11:08:48,23.00,8.30,10.06
1522667340,2018-04-02 11:09:00,23.00,8.30,10.04
1522667346,2018-04-02 11:09:06,23.00,8.30,10.03
1522667358,2018-04-02 11:09:18,23.00,8.29,10.11
1522667370,2018-04-02 11:09:30,23.25,8.30,10.15
1522667380,2018-04-02 11:09:40,23.00,8.29,10.19
1522667388,2018-04-02 11:09:48,23.00,8.30,10.19
1522667396,2018-04-02 11:09:56,23.00,8.30,10.17
1522667408,2018-04-02 11:10:08,23.00,8.30,10.16
1522667420,2018-04-02 11:10:20,23.00,8.29,10.14
1522667432,2018-04-02 11:10:32,23.00,8.29,10.13
1522667444,2018-04-02 11:10:44,23.00,8.30,10.11
1522667456,2018-04-02 11:10:56,23.00,8.29,10.10
1522667468,2018-04-02 11:11:08,23.00,8.29,10.11
1522667480,2018-04-02 11:11:20,23.00,8.30,10.10
1522667492,2018-04-02 11:11:32,23.00,8.30,10.13
1522667504,2018-04-02 11:11:44,23.00,8.30,10.09
1522667516,2018-04-02 11:11:56,23.00,8.30,10.11
1522667528,2018-04-02 11:12:08,23.00,8.30,10.11
1522667540,2018-04-02 11:12:20,23.00,8.30,10.10
1522667552,2018-04-02 11:12:32,23.00,8.30,10.08
1522667558,2018-04-02 11:12:38,23.00,8.30,10.10
1522667570,2018-04-02 11:12:50,23.00,8.30,10.17
1522667582,2018-04-02 11:13:02,23.25,8.30,10.21
1522667594,2018-04-02 11:13:14,23.00,8.30,10.24
1522667606,2018-04-02 11:13:26,23.00,8.29,10.23
1522667618,2018-04-02 11:13:38,23.00,8.30,10.24
1522667628,2018-04-02 11:13:48,23.00,8.30,10.27
1522667638,2018-04-02 11:13:58,23.00,8.30,10.28
1522667646,2018-04-02 11:14:06,23.25,8.30,10.27
1522667658,2018-04-02 11:14:18,23.00,8.30,10.26
1522667670,2018-04-02 11:14:30,23.00,8.30,10.25
1522667682,2018-04-02 11:14:42,23.00,8.30,10.24
1522667694,2018-04-02 11:14:54,23.00,8.30,10.21
1522667706,2018-04-02 11:15:06,23.00,8.30,10.21
1522667718,2018-04-02 11:15:18,23.00,8.30,10.21
1522667730,2018-04-02 11:15:30,23.00,8.30,10.22
1522667742,2018-04-02 11:15:42,23.00,8.30,10.19
1522667754,2018-04-02 11:15:54,23.00,8.31,10.20
1522667766,2018-04-02 11:16:06,23.00,8.30,10.19
1522667778,2018-04-02 11:16:18,23.00,8.30,10.18
1522667790,2018-04-02 11:16:30,23.00,8.30,10.19
1522667802,2018-04-02 11:16:42,23.00,8.30,10.19
1522667814,2018-04-02 11:16:54,23.00,8.30,10.18
1522667826,2018-04-02 11:17:06,23.00,8.30,10.17
1522667838,2018-04-02 11:17:18,23.00,8.30,10.18
1522667844,2018-04-02 11:17:24,23.00,8.30,10.16
1522667850,2018-04-02 11:17:30,23.25,8.30,10.20
1522667862,2018-04-02 11:17:42,23.00,8.30,10.34
1522667870,2018-04-02 11:17:50,23.00,8.30,10.40
1522667878,2018-04-02 11:17:58,23.00,8.30,10.41
1522667886,2018-04-02 11:18:06,23.00,8.30,10.39
1522667894,2018-04-02 11:18:14,23.00,8.30,10.36
1522667904,2018-04-02 11:18:24,23.00,8.30,10.36
1522667916,2018-04-02 11:18:36,23.00,8.30,10.30
1522667928,2018-04-02 11:18:48,23.00,8.31,10.31
1522667940,2018-04-02 11:19:00,23.00,8.30,10.31
1522667952,2018-04-02 11:19:12,23.00,8.30,10.31
1522667964,2018-04-02 11:19:24,23.00,8.30,10.28
1522667976,2018-04-02 11:19:36,23.00,8.30,10.29
1522667988,2018-04-02 11:19:48,23.00,8.30,10.27
1522668000,2018-04-02 11:20:00,23.00,8.30,10.30
1522668012,2018-04-02 11:20:12,23.00,8.30,10.28
1522668024,2018-04-02 11:20:24,23.00,8.30,10.27
1522668036,2018-04-02 11:20:36,23.00,8.30,10.28
1522668048,2018-04-02 11:20:48,23.00,8.31,10.28
1522668060,2018-04-02 11:21:00,23.00,8.30,10.25
1522668072,2018-04-02 11:21:12,23.00,8.31,10.27
1522668084,2018-04-02 11:21:24,23.00,8.31,10.22
1522668096,2018-04-02 11:21:36,23.00,8.31,10.24
1522668102,2018-04-02 11:21:42,23.00,8.30,10.27
1522668114,2018-04-02 11:21:54,23.00,8.31,10.32
1522668126,2018-04-02 11:22:06,23.00,8.31,10.37
1522668138,2018-04-02 11:22:18,23.00,8.31,10.35
1522668150,2018-04-02 11:22:30,23.00,8.31,10.38
1522668162,2018-04-02 11:22:42,23.00,8.31,10.36
1522668174,2018-04-02 11:22:54,23.00,8.31,10.38
1522668186,2018-04-02 11:23:06,23.00,8.31,10.38
1522668198,2018-04-02 11:23:18,23.00,8.31,10.36
1522668210,2018-04-02 11:23:30,23.00,8.31,10.38
1522668222,2018-04-02 11:23:42,23.25,8.31,10.35
1522668234,2018-04-02 11:23:54,23.00,8.30,10.37
1522668246,2018-04-02 11:24:06,23.00,8.31,10.35
1522668258,2018-04-02 11:24:18,23.25,8.31,10.35
1522668270,2018-04-02 11:24:30,23.00,8.31,10.36
1522668282,2018-04-02 11:24:42,23.00,8.30,10.35
1522668294,2018-04-02 11:24:54,23.00,8.31,10.35
1522668306,2018-04-02 11:25:06,23.00,8.31,10.35
1522668318,2018-04-02 11:25:18,23.00,8.31,10.35
1522668330,2018-04-02 11:25:30,23.00,8.31,10.33
1522668342,2018-04-02 11:25:42,23.00,8.30,10.32
1522668354,2018-04-02 11:25:54,23.00,8.31,10.31
1522668362,2018-04-02 11:26:02,23.00,8.31,10.32
1522668368,2018-04-02 11:26:08,23.00,8.31,10.33
1522668380,2018-04-02 11:26:20,23.00,8.31,10.41
1522668392,2018-04-02 11:26:32,23.00,8.31,10.45
1522668404,2018-04-02 11:26:44,23.25,8.31,10.43
1522668416,2018-04-02 11:26:56,23.25,8.31,10.47
1522668428,2018-04-02 11:27:08,23.00,8.30,10.45
1522668440,2018-04-02 11:27:20,23.00,8.31,10.47
1522668452,2018-04-02 11:27:32,23.00,8.31,10.47
1522668464,2018-04-02 11:27:44,23.00,8.30,10.47
1522668476,2018-04-02 11:27:56,23.00,8.31,10.46
1522668488,2018-04-02 11:28:08,23.00,8.31,10.44
1522668500,2018-04-02 11:28:20,23.00,8.31,10.45
1522668512,2018-04-02 11:28:32,23.00,8.31,10.45
1522668524,2018-04-02 11:28:44,23.00,8.31,10.44
1522668536,2018-04-02 11:28:56,23.00,8.31,10.44
1522668548,2018-04-02 11:29:08,23.00,8.30,10.45
1522668560,2018-04-02 11:29:20,23.00,8.31,10.42
1522668572,2018-04-02 11:29:32,23.00,8.31,10.42
1522668584,2018-04-02 11:29:44,23.00,8.31,10.43
1522668596,2018-04-02 11:29:56,23.00,8.31,10.41
1522668608,2018-04-02 11:30:08,23.00,8.31,10.44
1522668620,2018-04-02 11:30:20,23.00,8.31,10.40
1522668632,2018-04-02 11:30:32,23.00,8.31,10.42
1522668640,2018-04-02 11:30:40,23.00,8.32,10.43
1522668652,2018-04-02 11:30:52,23.00,8.31,10.40
1522668664,2018-04-02 11:31:04,23.00,8.31,10.40
1522668676,2018-04-02 11:31:16,23.00,8.31,10.38
1522668688,2018-04-02 11:31:28,23.00,8.31,10.39
1522668694,2018-04-02 11:31:34,23.25,8.30,10.40
1522668700,2018-04-02 11:31:40,23.00,8.32,10.45
1522668712,2018-04-02 11:31:52,23.00,8.32,10.58
1522668720,2018-04-02 11:32:00,23.00,8.31,10.60
1522668728,2018-04-02 11:32:08,23.25,8.31,10.60
1522668736,2018-04-02 11:32:16,23.00,8.31,10.59
1522668744,2018-04-02 11:32:24,23.00,8.31,10.56
1522668756,2018-04-02 11:32:36,23.25,8.30,10.50
1522668768,2018-04-02 11:32:48,23.00,8.32,10.48
1522668780,2018-04-02 11:33:00,23.25,8.31,10.50
1522668792,2018-04-02 11:33:12,23.00,8.31,10.50
1522668804,2018-04-02 11:33:24,23.00,8.31,10.47
1522668816,2018-04-02 11:33:36,23.00,8.31,10.45
1522668828,2018-04-02 11:33:48,23.00,8.32,10.47
1522668840,2018-04-02 11:34:00,23.00,8.32,10.48
1522668852,2018-04-02 11:34:12,23.00,8.31,10.46
1522668864,2018-04-02 11:34:24,23.00,8.32,10.46
1522668876,2018-04-02 11:34:36,23.00,8.31,10.47
1522668888,2018-04-02 11:34:48,23.00,8.31,10.45
1522668900,2018-04-02 11:35:00,23.00,8.31,10.45
1522668908,2018-04-02 11:35:08,23.00,8.31,10.47
1522668916,2018-04-02 11:35:16,23.00,8.32,10.49
1522668928,2018-04-02 11:35:28,23.00,8.32,10.45
1522668936,2018-04-02 11:35:36,23.00,8.32,10.49
1522668948,2018-04-02 11:35:48,23.00,8.32,10.46
1522668960,2018-04-02 11:36:00,23.00,8.32,10.47
1522668966,2018-04-02 11:36:06,23.25,8.31,10.47
1522668978,2018-04-02 11:36:18,23.00,8.31,10.54
1522668990,2018-04-02 11:36:30,23.00,8.32,10.59
1522669002,2018-04-02 11:36:42,23.00,8.32,10.59
1522669014,2018-04-02 11:36:54,23.00,8.31,10.61
1522669026,2018-04-02 11:37:06,23.25,8.31,10.61
1522669038,2018-04-02 11:37:18,23.00,8.32,10.62
1522669050,2018-04-02 11:37:30,23.00,8.31,10.60
1522669062,2018-04-02 11:37:42,23.00,8.32,10.58
1522669074,2018-04-02 11:37:54,23.00,8.32,10.61
1522669086,2018-04-02 11:38:06,23.00,8.32,10.60
1522669098,2018-04-02 11:38:18,23.00,8.31,10.61
1522669110,2018-04-02 11:38:30,23.00,8.31,10.57
1522669122,2018-04-02 11:38:42,23.00,8.32,10.57
1522669134,2018-04-02 11:38:54,23.00,8.32,10.58
1522669146,2018-04-02 11:39:06,23.00,8.31,10.57
1522669158,2018-04-02 11:39:18,23.00,8.32,10.56
1522669170,2018-04-02 11:39:30,23.00,8.31,10.56
1522669182,2018-04-02 11:39:42,23.00,8.31,10.55
1522669194,2018-04-02 11:39:54,23.00,8.31,10.54
1522669206,2018-04-02 11:40:06,23.00,8.32,10.53
1522669214,2018-04-02 11:40:14,23.00,8.31,10.52
1522669226,2018-04-02 11:40:26,23.00,8.32,10.55
1522669232,2018-04-02 11:40:32,23.25,8.32,10.52
1522669244,2018-04-02 11:40:44,23.25,8.32,10.59
1522669256,2018-04-02 11:40:56,23.25,8.31,10.61
1522669268,2018-04-02 11:41:08,23.25,8.32,10.62
1522669280,2018-04-02 11:41:20,23.25,8.32,10.66
1522669292,2018-04-02 11:41:32,23.25,8.32,10.65
1522669304,2018-04-02 11:41:44,23.00,8.32,10.67
1522669316,2018-04-02 11:41:56,23.00,8.32,10.68
1522669328,2018-04-02 11:42:08,23.00,8.32,10.63
1522669340,2018-04-02 11:42:20,23.25,8.32,10.64
1522669352,2018-04-02 11:42:32,23.00,8.32,10.61
1522669364,2018-04-02 11:42:44,23.00,8.32,10.63
1522669376,2018-04-02 11:42:56,23.00,8.32,10.62
1522669388,2018-04-02 11:43:08,23.00,8.32,10.62
1522669400,2018-04-02 11:43:20,23.00,8.32,10.60
1522669412,2018-04-02 11:43:32,23.25,8.32,10.62
1522669424,2018-04-02 11:43:44,23.00,8.32,10.58
1522669436,2018-04-02 11:43:56,23.00,8.31,10.61
1522669448,2018-04-02 11:44:08,23.25,8.32,10.60
1522669456,2018-04-02 11:44:16,23.00,8.32,10.61
1522669462,2018-04-02 11:44:22,23.00,8.32,10.60
1522669474,2018-04-02 11:44:34,23.00,8.32,10.67
1522669486,2018-04-02 11:44:46,23.00,8.32,10.70
1522669498,2018-04-02 11:44:58,23.00,8.32,10.71
1522669510,2018-04-02 11:45:10,23.00,8.32,10.72
1522669522,2018-04-02 11:45:22,23.00,8.32,10.72
1522669534,2018-04-02 11:45:34,23.00,8.32,10.71
1522669546,2018-04-02 11:45:46,23.00,8.33,10.73
1522669558,2018-04-02 11:45:58,23.00,8.32,10.72
1522669570,2018-04-02 11:46:10,23.00,8.32,10.70
1522669582,2018-04-02 11:46:22,23.00,8.32,10.72
1522669594,2018-04-02 11:46:34,23.00,8.32,10.71
1522669606,2018-04-02 11:46:46,23.00,8.32,10.69
1522669618,2018-04-02 11:46:58,23.00,8.32,10.69
1522669630,2018-04-02 11:47:10,23.00,8.32,10.68
1522669642,2018-04-02 11:47:22,23.00,8.32,10.67
1522669654,2018-04-02 11:47:34,23.00,8.32,10.69
1522669666,2018-04-02 11:47:46,23.00,8.32,10.65
1522669678,2018-04-02 11:47:58,23.00,8.32,10.66
1522669684,2018-04-02 11:48:04,23.00,8.32,10.66
1522669690,2018-04-02 11:48:10,23.00,8.32,10.68
1522669702,2018-04-02 11:48:22,23.00,8.32,10.81
1522669710,2018-04-02 11:48:30,23.00,8.32,10.87
1522669718,2018-04-02 11:48:38,23.00,8.32,10.86
1522669726,2018-04-02 11:48:46,23.00,8.32,10.85
1522669734,2018-04-02 11:48:54,23.00,8.32,10.80
1522669746,2018-04-02 11:49:06,23.00,8.32,10.74
1522669758,2018-04-02 11:49:18,23.00,8.32,10.75
1522669770,2018-04-02 11:49:30,23.00,8.32,10.72
1522669782,2018-04-02 11:49:42,23.00,8.32,10.70
1522669794,2018-04-02 11:49:54,23.00,8.32,10.70
1522669800,2018-04-02 11:50:00,23.00,8.32,10.69
1522669812,2018-04-02 11:50:12,23.00,8.32,10.75
1522669824,2018-04-02 11:50:24,23.00,8.33,10.81
1522669836,2018-04-02 11:50:36,23.00,8.32,10.81
1522669848,2018-04-02 11:50:48,23.00,8.32,10.86
1522669860,2018-04-02 11:51:00,23.00,8.32,10.85
1522669868,2018-04-02 11:51:08,23.00,8.32,10.83
1522669880,2018-04-02 11:51:20,23.00,8.32,10.80
1522669892,2018-04-02 11:51:32,23.00,8.32,10.79
1522669904,2018-04-02 11:51:44,23.00,8.32,10.82
1522669916,2018-04-02 11:51:56,23.00,8.32,10.76
1522669928,2018-04-02 11:52:08,23.00,8.32,10.75
1522669940,2018-04-02 11:52:20,23.00,8.32,10.78
1522669952,2018-04-02 11:52:32,23.00,8.33,10.76
1522669964,2018-04-02 11:52:44,23.00,8.33,10.77
1522669976,2018-04-02 11:52:56,23.00,8.33,10.76
1522669988,2018-04-02 11:53:08,23.00,8.33,10.78
1522670000,2018-04-02 11:53:20,23.00,8.33,10.77
1522670012,2018-04-02 11:53:32,23.00,8.33,10.75
1522670024,2018-04-02 11:53:44,23.00,8.32,10.74
1522670030,2018-04-02 11:53:50,23.00,8.33,10.72
1522670042,2018-04-02 11:54:02,23.00,8.33,10.81
1522670054,2018-04-02 11:54:14,23.00,8.33,10.84
1522670066,2018-04-02 11:54:26,23.00,8.33,10.83
1522670076,2018-04-02 11:54:36,23.00,8.33,10.85
1522670086,2018-04-02 11:54:46,23.00,8.32,10.89
1522670096,2018-04-02 11:54:56,23.00,8.33,10.91
1522670104,2018-04-02 11:55:04,23.00,8.33,10.89
1522670116,2018-04-02 11:55:16,23.00,8.33,10.85
1522670128,2018-04-02 11:55:28,23.00,8.33,10.86
1522670136,2018-04-02 11:55:36,23.00,8.32,10.82
1522670148,2018-04-02 11:55:48,23.00,8.33,10.82
1522670160,2018-04-02 11:56:00,23.00,8.33,10.81
1522670172,2018-04-02 11:56:12,23.00,8.33,10.82
1522670184,2018-04-02 11:56:24,23.00,8.33,10.79
1522670190,2018-04-02 11:56:30,23.00,8.33,10.76
1522670202,2018-04-02 11:56:42,23.00,8.33,10.84
1522670214,2018-04-02 11:56:54,23.00,8.32,10.87
1522670226,2018-04-02 11:57:06,23.00,8.33,10.89
1522670238,2018-04-02 11:57:18,23.00,8.33,10.91
1522670250,2018-04-02 11:57:30,23.00,8.33,10.90
1522670262,2018-04-02 11:57:42,23.00,8.33,10.92
1522670274,2018-04-02 11:57:54,23.00,8.33,10.91
1522670286,2018-04-02 11:58:06,23.00,8.33,10.92
1522670298,2018-04-02 11:58:18,23.00,8.33,10.86
1522670310,2018-04-02 11:58:30,23.00,8.32,10.86
1522670322,2018-04-02 11:58:42,23.00,8.33,10.89
1522670334,2018-04-02 11:58:54,23.00,8.33,10.88
1522670346,2018-04-02 11:59:06,23.00,8.33,10.89
1522670358,2018-04-02 11:59:18,23.00,8.33,10.86
1522670370,2018-04-02 11:59:30,23.00,8.33,10.90
1522670382,2018-04-02 11:59:42,23.00,8.32,10.86
1522670394,2018-04-02 11:59:54,23.00,8.33,10.87
1522670406,2018-04-02 12:00:06,23.00,8.33,10.88
1522670418,2018-04-02 12:00:18,23.00,8.33,10.82
1522670430,2018-04-02 12:00:30,23.00,8.33,10.83
1522670442,2018-04-02 12:00:42,23.00,8.33,10.83
1522670454,2018-04-02 12:00:54,23.00,8.33,10.82
1522670460,2018-04-02 12:01:00,23.00,8.33,10.82
1522670466,2018-04-02 12:01:06,23.00,8.33,10.86
1522670478,2018-04-02 12:01:18,23.00,8.33,10.98
1522670486,2018-04-02 12:01:26,23.25,8.33,11.01
1522670496,2018-04-02 12:01:36,23.00,8.33,11.06
1522670504,2018-04-02 12:01:44,23.00,8.32,11.03
1522670512,2018-04-02 12:01:52,23.00,8.33,11.02
1522670520,2018-04-02 12:02:00,23.00,8.33,10.99
1522670532,2018-04-02 12:02:12,23.25,8.32,10.94
1522670545,2018-04-02 12:02:25,23.00,8.33,10.87
1522670556,2018-04-02 12:02:36,23.00,8.33,10.89
1522670568,2018-04-02 12:02:48,23.00,8.33,10.91
1522670580,2018-04-02 12:03:00,23.00,8.33,10.88
1522670592,2018-04-02 12:03:12,23.00,8.34,10.85
1522670600,2018-04-02 12:03:20,23.00,8.33,10.89
1522670606,2018-04-02 12:03:26,23.00,8.33,10.86
1522670618,2018-04-02 12:03:38,23.25,8.34,10.96
1522670630,2018-04-02 12:03:50,23.00,8.33,10.99
1522670640,2018-04-02 12:04:00,23.00,8.33,11.00
1522670652,2018-04-02 12:04:12,23.00,8.33,11.00
1522670662,2018-04-02 12:04:22,23.25,8.33,11.08
1522670672,2018-04-02 12:04:32,23.00,8.33,11.06
1522670680,2018-04-02 12:04:40,23.00,8.34,11.06
1522670688,2018-04-02 12:04:48,23.00,8.33,11.01
1522670700,2018-04-02 12:05:00,23.00,8.33,10.97
1522670712,2018-04-02 12:05:12,23.00,8.33,10.98
1522670724,2018-04-02 12:05:24,23.00,8.33,10.98
1522670736,2018-04-02 12:05:36,23.00,8.33,10.95
1522670748,2018-04-02 12:05:48,23.00,8.33,10.94
1522670760,2018-04-02 12:06:00,23.00,8.34,10.93
1522670772,2018-04-02 12:06:12,23.25,8.33,10.92
1522670784,2018-04-02 12:06:24,23.00,8.33,10.95
1522670796,2018-04-02 12:06:36,23.25,8.33,10.94
1522670804,2018-04-02 12:06:44,23.00,8.34,10.92
1522670816,2018-04-02 12:06:56,23.00,8.34,10.93
1522670828,2018-04-02 12:07:08,23.00,8.33,10.95
1522670834,2018-04-02 12:07:14,23.25,8.34,10.87
1522670840,2018-04-02 12:07:20,23.25,8.33,10.96
1522670852,2018-04-02 12:07:32,23.00,8.33,11.06
1522670860,2018-04-02 12:07:40,23.25,8.33,11.11
1522670868,2018-04-02 12:07:48,23.00,8.33,11.14
1522670876,2018-04-02 12:07:56,23.00,8.33,11.10
1522670888,2018-04-02 12:08:08,23.00,8.33,11.06
1522670900,2018-04-02 12:08:20,23.25,8.33,11.05
1522670912,2018-04-02 12:08:32,23.25,8.33,11.02
1522670924,2018-04-02 12:08:44,23.00,8.33,11.03
1522670936,2018-04-02 12:08:56,23.25,8.33,11.01
1522670948,2018-04-02 12:09:08,23.00,8.33,10.98
1522670960,2018-04-02 12:09:20,23.00,8.34,10.95
1522670972,2018-04-02 12:09:32,23.25,8.33,10.95
1522670985,2018-04-02 12:09:45,23.25,8.33,10.96
1522670996,2018-04-02 12:09:56,23.00,8.33,10.95
1522671003,2018-04-02 12:10:03,23.25,8.33,10.92
1522671014,2018-04-02 12:10:14,23.25,8.33,11.01
